GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Digital,de.neemann.digital.gui.components,EditorFactory.BooleanEditor,53,0,0,0,13,0,7,0,7,0
Digital,de.neemann.digital.gui.components,EditorFactory.DataFieldEditor,64,0,2,0,16,0,7,0,6,0
Digital,de.neemann.digital.gui.components,EditorFactory.IntegerEditor,215,0,18,0,39,0,15,0,6,0
Digital,de.neemann.digital.gui.components,Editor.EditorParseException,8,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ElementHelpDialog.MyURLStreamHandlerFactory.new URLStreamHandler() {...},11,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ColorEditor.new JButton() {...},22,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ColorEditor.new AbstractAction() {...},43,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent,3467,127,346,0,667,29,250,3,77,3
Digital,de.neemann.digital.gui.components,SingleValueDialog.Format,23,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CustomShapeEditor.new ToolTipAction() {...},61,0,4,0,13,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CustomShapeEditor.new ToolTipAction() {...},60,0,4,0,13,0,4,0,2,0
Digital,de.neemann.digital.gui.components,ElementHelpDialog.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CustomShapeEditor.new ToolTipAction() {...},16,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ProbeDialog.SignalTableModel,160,0,20,0,32,0,23,0,13,0
Digital,de.neemann.digital.gui.components,DataEditor.MyTableModel,257,0,20,0,47,0,24,0,14,0
Digital,de.neemann.digital.gui.components,EditorFactory.DataFieldEditor.new ToolTipAction() {...},100,0,6,0,16,0,5,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerInsertElement,117,0,8,0,32,0,13,0,9,0
Digital,de.neemann.digital.gui.components,EditorFactory,196,0,6,0,41,0,9,0,6,0
Digital,de.neemann.digital.gui.components,ElementOrderer,166,0,2,0,30,0,5,0,4,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerWireRect,306,0,26,0,66,0,23,0,10,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.new MouseAdapter() {...},31,0,6,0,5,0,5,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerNormal,209,0,33,0,44,0,24,0,7,0
Digital,de.neemann.digital.gui.components,DataEditor.PasteHandler,114,0,16,0,30,0,11,0,3,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.new AbstractAction() {...},16,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.new ToolTipAction() {...},28,0,4,0,5,0,4,0,2,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.new ToolTipAction() {...},28,0,4,0,5,0,4,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.InverterConfigEditor,48,0,2,0,13,0,6,0,5,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerMoveElement,180,0,12,0,41,0,14,0,8,0
Digital,de.neemann.digital.gui.components,DataEditor.MyRenderer,35,0,0,0,8,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ElementOrderer.MyListModel,105,0,4,0,24,0,11,0,9,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.ColorButton.new AbstractAction() {...},39,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.SchemeEditor,168,0,6,0,27,0,4,0,1,0
Digital,de.neemann.digital.gui.components,CopiedElementLabelRenamer.MinIndex,0,17,1,1,0,7,1,3,0,3
Digital,de.neemann.digital.gui.components,ElementOrderer.ListOrder,9,33,0,0,2,9,2,3,2,3
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerResizeRect,426,0,34,0,74,0,23,0,6,0
Digital,de.neemann.digital.gui.components,EditorFactory.IntegerEditor.IntegerValue,23,0,2,0,7,0,4,0,3,0
Digital,de.neemann.digital.gui.components,CircuitComponent.SearchResult.State,34,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog,174,0,6,0,30,0,7,0,4,0
Digital,de.neemann.digital.gui.components,EditorFactory.ApplicationTypeEditor.new ToolTipAction() {...},150,0,12,0,28,0,9,0,3,0
Digital,de.neemann.digital.gui.components,EditorFactory.ApplicationTypeEditor.new AbstractAction() {...},15,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,BehavioralFixtureCreator,369,0,22,0,68,0,17,0,6,0
Digital,de.neemann.digital.gui.components,TextLineNumber.new Runnable() {...},41,0,4,0,9,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CustomShapeEditor,123,0,6,0,29,0,9,0,6,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.ROMModel,133,0,6,0,29,0,15,0,12,0
Digital,de.neemann.digital.gui.components,EditorFactory.LongEditor,172,0,4,0,23,0,8,0,6,0
Digital,de.neemann.digital.gui.components,CopiedElementLabelRenamer,0,165,3,21,0,38,3,12,0,3
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerWireDiag,140,0,12,0,30,0,13,0,7,0
Digital,de.neemann.digital.gui.components,DataEditor,503,0,30,0,104,0,26,0,11,0
Digital,de.neemann.digital.gui.components,ElementHelpDialog,870,0,75,0,165,0,55,0,16,0
Digital,de.neemann.digital.gui.components,EditorFactory.ApplicationTypeEditor,80,0,4,0,18,0,5,0,3,0
Digital,de.neemann.digital.gui.components,ItemPicker.new MouseAdapter() {...},14,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components,ItemPicker.new AbstractAction() {...},10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ItemPicker.new AbstractAction() {...},10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitTransferable,104,0,12,0,26,0,11,0,5,0
Digital,de.neemann.digital.gui.components,CircuitModifierPostClosed,0,44,1,3,0,12,1,5,0,4
Digital,de.neemann.digital.gui.components,ElementHelpDialog.ImageConnection,39,0,2,0,10,0,4,0,3,0
Digital,de.neemann.digital.gui.components,EditorFactory.LanguageEditor,34,0,0,0,10,0,4,0,4,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.new AbstractAction() {...},19,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.EnumEditor,54,0,2,0,14,0,6,0,5,0
Digital,de.neemann.digital.gui.components,LabelGenerator,0,56,0,2,0,9,0,3,0,2
Digital,de.neemann.digital.gui.components,CopiedElementLabelRenamer.LabelInstance,2,102,2,8,1,23,2,9,0,6
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerWizard,43,0,2,0,12,0,4,0,3,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.new JSpinner() {...},11,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.new AbstractAction() {...},14,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.new WindowAdapter() {...},15,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.PlusMinusAction,93,0,12,0,18,0,8,0,2,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.MyDocumentListener,32,0,0,0,13,0,5,0,5,0
Digital,de.neemann.digital.gui.components,BehavioralFixtureCreator.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,BehavioralFixtureCreator.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,OrderMerger,0,63,0,12,0,19,0,9,0,3
Digital,de.neemann.digital.gui.components,TransformHolder,27,0,0,0,8,0,4,0,4,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.ColorButton,69,0,2,0,14,0,4,0,3,0
Digital,de.neemann.digital.gui.components,ProbeDialog.new WindowAdapter() {...},21,0,0,0,5,0,3,0,3,0
Digital,de.neemann.digital.gui.components,ProbeDialog.new OrderMerger() {...},12,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ProbeDialog.new ToolTipAction() {...},46,0,0,0,9,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.FileEditor,81,0,2,0,18,0,6,0,5,0
Digital,de.neemann.digital.gui.components,Editor,3,0,0,0,2,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.LabelEditor,101,0,2,0,21,0,9,0,8,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},13,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ComponentAdapter() {...},14,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},42,0,4,0,7,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},18,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ColorEditor,49,0,0,0,11,0,4,0,4,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new WindowAdapter() {...},23,0,4,0,4,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},48,0,4,0,9,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},37,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},42,0,6,0,8,0,5,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},29,0,4,0,6,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CircuitScrollPanel.new ComponentAdapter() {...},14,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.RotationEditor,66,0,0,0,10,0,5,0,5,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},34,0,2,0,7,0,3,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},86,0,6,0,13,0,5,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},31,0,2,0,7,0,3,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},66,0,8,0,13,0,6,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},64,0,6,0,14,0,5,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},68,0,10,0,10,0,7,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},55,0,0,0,10,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},108,0,8,0,24,0,6,0,2,0
Digital,de.neemann.digital.gui.components,ElementOrderer.OrderInterface,5,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.gui.components,CircuitComponent.new ToolTipAction() {...},36,0,0,0,10,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.MidiInstrumentEditor,38,0,0,0,12,0,4,0,4,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerSelect,400,0,30,0,78,0,27,0,12,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerWireSplit,138,0,4,0,31,0,8,0,6,0
Digital,de.neemann.digital.gui.components,ElementHelpDialog.MyURLStreamHandlerFactory,56,0,4,0,15,0,6,0,4,0
Digital,de.neemann.digital.core.memory.importer,ByteArrayFromValueArray,0,60,0,2,0,15,0,4,0,3
Digital,de.neemann.digital.core.memory.importer,LogisimReader,32,156,4,18,4,40,4,11,0,4
Digital,de.neemann.digital.core.memory.importer,Importer,20,57,1,1,2,12,1,3,0,3
Digital,de.neemann.digital.core.memory.importer,BinReader,9,24,0,2,3,9,1,3,1,2
Digital,de.neemann.digital.core.memory.importer,MultiValueArray.Builder,8,65,1,6,1,13,1,7,0,4
Digital,de.neemann.digital.core.memory.importer,MultiValueArray,0,54,0,0,0,13,0,4,0,4
Digital,de.neemann.digital.core.memory.importer,IntelHexReader,33,178,5,16,5,40,5,12,0,6
Digital,de.neemann.digital.core.memory.importer,DataFieldValueArray,0,30,0,0,0,8,0,4,0,4
Digital,de.neemann.digital.core.memory.importer,MultiValueArray.ValueArrayException,0,4,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.draw.gif,GifExporter,268,0,6,0,57,0,12,0,9,0
Digital,de.neemann.digital.draw.gif,GifSequenceWriter,196,0,8,0,45,0,9,0,5,0
Digital,de.neemann.digital.draw.gif,GifExporter.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.draw.gif,GifExporter.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.core.memory.rom,ROMManger,53,47,9,5,11,12,9,6,4,4
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.Pin,0,23,0,0,0,8,0,4,0,4
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.LineHolder,29,21,0,0,5,8,2,3,2,3
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.Builder,0,110,0,0,0,17,0,8,0,8
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription,41,157,15,15,7,31,10,16,2,9
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.PolygonHolder,0,38,0,0,0,11,0,4,0,4
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.CircleHolder,30,24,0,0,5,9,2,3,2,3
Digital,de.neemann.digital.draw.shapes.custom,CustomShapeDescription.TextHolder,24,45,0,0,6,14,2,5,2,5
Digital,de.neemann.digital.draw.shapes.custom,CustomShape,15,152,7,13,3,27,6,9,1,4
Digital,de.neemann.digital.data,Value,13,192,1,31,4,52,2,30,1,13
Digital,de.neemann.digital.data,Value.Type,0,44,0,0,0,5,0,1,0,1
Digital,de.neemann.digital.data,DataPlotter,376,524,54,45,62,80,48,16,12,2
Digital,de.neemann.digital.data,Value.State,0,34,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.data,DataPlotter.new Runnable() {...},25,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.data,DataPlotter.new Runnable() {...},0,15,0,0,0,3,0,2,0,2
Digital,de.neemann.digital.data,ValueTable.ColumnInfo,12,34,6,4,4,9,5,3,0,2
Digital,de.neemann.digital.data,DataPlotter.LastState,12,10,3,1,3,4,2,2,0,2
Digital,de.neemann.digital.data,ValueTable,115,445,10,36,20,77,11,35,4,19
Digital,de.neemann.digital.data,ValueTableModel,108,0,10,0,32,0,18,0,13,0
Digital,de.neemann.digital.analyse.expression.format,FormatterException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.analyse.expression.format,FormatToExpression,9,294,1,5,2,37,3,13,2,11
Digital,de.neemann.digital.analyse.expression.format,FormatToTable,0,120,0,8,0,25,0,13,0,9
Digital,de.neemann.digital.analyse.expression.format,FormatToTableLatex,0,69,0,2,0,14,0,9,0,8
Digital,de.neemann.digital.analyse.format,TruthTableFormatterLaTeX,4,202,2,20,2,34,2,14,0,4
Digital,de.neemann.digital.analyse.format,TruthTableFormatterTestCase.Type,0,34,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.analyse.format,TruthTableFormatterTestCase,4,294,3,27,2,59,3,19,0,5
Digital,de.neemann.digital.analyse.format,TruthTableFormatterHex,8,68,1,7,1,16,1,5,0,2
Digital,de.neemann.digital.analyse.format,TruthTableFormatterCSV,0,129,0,12,0,23,0,9,0,3
Digital,de.neemann.digital.core,ModelEventType,0,104,0,0,0,11,0,1,0,1
Digital,de.neemann.digital.core,IntFormat.ValueFormatterAscii,2,19,0,0,1,3,1,2,1,2
Digital,de.neemann.digital.core,IntFormat,6,386,1,19,0,55,1,21,0,12
Digital,de.neemann.digital.core,NodeException.ItemConcatenation,86,0,6,0,18,0,7,0,4,0
Digital,de.neemann.digital.core,IntFormat.ValueFormatterDefault,29,41,4,6,6,8,7,5,4,3
Digital,de.neemann.digital.core,NodeWithoutDelay,0,16,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.core,Value,48,129,5,9,11,32,7,12,3,9
Digital,de.neemann.digital.core,SyncAccess,0,5,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.core,Observable,15,55,3,5,2,14,4,9,2,7
Digital,de.neemann.digital.core,IntFormat.ValueFormatterOctal,8,58,2,2,1,11,2,4,1,3
Digital,de.neemann.digital.core,Bits.NumberFormatException,0,18,0,0,0,2,0,1,0,1
Digital,de.neemann.digital.core,NodeException,151,56,29,3,32,16,20,6,5,5
Digital,de.neemann.digital.core,IntFormat.ValueFormatterViewEdit,6,28,1,3,2,9,2,5,1,4
Digital,de.neemann.digital.core,IntFormat.ValueFormatterBinary,0,59,0,4,0,13,0,5,0,3
Digital,de.neemann.digital.core,BacktrackException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.core,NodeException.Item,33,0,2,0,8,0,4,0,3,0
Digital,de.neemann.digital.core,IntFormat.ValueFormatterHex,8,63,2,2,1,12,2,5,1,4
Digital,de.neemann.digital.core,Model.BreakInfo,18,15,0,0,7,6,3,2,3,2
Digital,de.neemann.digital.core,Node,8,48,1,3,2,18,2,9,1,8
Digital,de.neemann.digital.core,IntFormat.ValueFormatterFixedPoint,40,328,4,6,6,15,6,8,4,5
Digital,de.neemann.digital.core,SpeedTest,140,0,8,0,28,0,6,0,2,0
Digital,de.neemann.digital.core,IntFormat.ValueFormatterFloat,61,135,20,18,14,29,17,11,3,4
Digital,de.neemann.digital.core,Signal,21,133,3,17,4,35,7,25,4,18
Digital,de.neemann.digital.core,IntFormat.ValueFormatterDecimal,0,39,0,4,0,10,0,6,0,4
Digital,de.neemann.digital.core,Bits,30,334,3,58,4,80,3,39,0,11
Digital,de.neemann.digital.core,ErrorDetector,0,26,0,4,0,8,0,6,0,4
Digital,de.neemann.digital.core,Model.State,0,44,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.core,ModelEvent,35,65,8,0,5,17,6,5,2,5
Digital,de.neemann.digital.core,BurnException,21,22,3,1,6,7,5,2,3,2
Digital,de.neemann.digital.core,GlobalValues,72,0,2,0,15,0,7,0,6,0
Digital,de.neemann.digital.core,SyncAccess.new SyncAccess() {...},4,7,0,0,2,3,1,2,1,2
Digital,de.neemann.digital.core,Model.new SyncAccess() {...},27,0,0,0,7,0,3,0,3,0
Digital,de.neemann.digital.core,ObservableValues,2,72,1,5,1,15,1,9,0,7
Digital,de.neemann.digital.core,BitsException,14,24,0,0,4,6,2,3,2,3
Digital,de.neemann.digital.core,ExceptionWithOrigin,59,40,18,4,16,15,11,7,1,6
Digital,de.neemann.digital.core,Model.BreakDetector,26,64,2,4,1,16,2,4,0,3
Digital,de.neemann.digital.core,ObservableValue,108,285,12,22,20,64,11,40,4,30
Digital,de.neemann.digital.core,ObservableValues.Builder,0,45,0,0,0,13,0,7,0,7
Digital,de.neemann.digital.core,ValueFormatter,2,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.core,Model,409,1087,86,135,92,253,70,112,15,56
Digital,de.neemann.digital.analyse.quinemc,TableRows.RowIterator,4,48,1,9,1,12,1,7,0,3
Digital,de.neemann.digital.analyse.quinemc,TableReducer,0,83,0,6,0,26,0,8,0,5
Digital,de.neemann.digital.analyse.quinemc,TableRows.InnerList,15,33,2,0,3,9,2,6,1,6
Digital,de.neemann.digital.analyse.quinemc,BoolTable,0,3,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.analyse.quinemc,IndependentChecker.BoolTableRemoveVar,8,60,1,1,1,12,1,3,0,3
Digital,de.neemann.digital.analyse.quinemc,BoolTableByteArray,80,119,10,8,20,25,9,13,3,9
Digital,de.neemann.digital.analyse.quinemc,BoolTableBoolArray,0,27,0,0,0,9,0,5,0,5
Digital,de.neemann.digital.analyse.quinemc,QuineMcCluskey,29,630,2,74,5,124,5,53,3,17
Digital,de.neemann.digital.analyse.quinemc,BoolTableExpression,6,27,0,0,2,7,0,3,0,3
Digital,de.neemann.digital.analyse.quinemc,QuineMcCluskeyExam,0,176,0,26,0,43,0,16,0,3
Digital,de.neemann.digital.analyse.quinemc,IndependentChecker,6,114,4,10,2,26,4,7,0,4
Digital,de.neemann.digital.analyse.quinemc,TableRows,74,84,6,6,16,20,6,11,3,8
Digital,de.neemann.digital.analyse.quinemc,ThreeStateValue,9,78,3,11,3,21,3,13,0,7
Digital,de.neemann.digital.analyse.quinemc,TableRow,4,327,3,33,1,70,3,33,0,18
Digital,de.neemann.digital.hdl.vhdl2.entities,VHDLTemplate.Entity,14,69,0,2,2,19,0,7,0,6
Digital,de.neemann.digital.hdl.vhdl2.entities,VHDLTemplateFunctions.Generic,21,40,3,3,2,8,3,4,0,3
Digital,de.neemann.digital.hdl.vhdl2.entities,VHDLTemplate,55,184,1,13,6,37,2,13,1,7
Digital,de.neemann.digital.hdl.vhdl2.entities,VHDLTemplateFunctions,5,88,1,9,1,19,1,11,0,7
Digital,de.neemann.digital.draw.graphics,Polygon.CurveTo,3,146,0,0,1,24,1,6,1,6
Digital,de.neemann.digital.draw.graphics,TextFormatSVG,5,19,0,2,3,5,0,3,0,2
Digital,de.neemann.digital.draw.graphics,SVGTokenizer.TokenizerException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.draw.graphics,Transform.new Transform() {...},0,19,0,0,0,5,0,5,0,5
Digital,de.neemann.digital.draw.graphics,TextFormatLaTeX,3,158,1,19,2,41,1,14,0,5
Digital,de.neemann.digital.draw.graphics,ColorStyleHighContrast,36,0,10,0,7,0,7,0,2,0
Digital,de.neemann.digital.draw.graphics,Orientation,6,152,2,4,0,21,2,6,0,5
Digital,de.neemann.digital.draw.graphics,Polygon.MoveTo,0,35,0,0,0,6,0,4,0,4
Digital,de.neemann.digital.draw.graphics,TransformMatrix,0,286,2,8,0,29,2,15,0,12
Digital,de.neemann.digital.draw.graphics,Graphic,3,38,0,0,2,9,2,6,2,6
Digital,de.neemann.digital.draw.graphics,Graphic.Flag,0,64,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.draw.graphics,SVGSettings,7,108,0,0,3,29,2,2,2,2
Digital,de.neemann.digital.draw.graphics,GraphicMinMax,18,261,4,18,1,55,5,22,1,15
Digital,de.neemann.digital.draw.graphics,ColorScheme.ColorSchemes,127,62,13,1,15,10,9,3,2,3
Digital,de.neemann.digital.draw.graphics,Vector,53,415,14,32,3,57,11,40,3,25
Digital,de.neemann.digital.draw.graphics,Polygon,63,606,14,58,13,121,14,53,1,30
Digital,de.neemann.digital.draw.graphics,Transform,0,91,0,0,0,5,0,3,0,3
Digital,de.neemann.digital.draw.graphics,SVGTokenizer.Token,0,44,0,0,0,5,0,1,0,1
Digital,de.neemann.digital.draw.graphics,PolygonParser,127,1193,20,68,24,180,18,58,0,23
Digital,de.neemann.digital.draw.graphics,ColorKey,0,164,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.draw.graphics,ColorScheme,38,212,6,2,7,48,7,6,4,5
Digital,de.neemann.digital.draw.graphics,TransformRotate,0,132,0,4,0,20,0,7,0,4
Digital,de.neemann.digital.draw.graphics,PolygonConverter,15,27,1,1,4,8,2,3,1,3
Digital,de.neemann.digital.draw.graphics,VectorFloat,51,192,4,6,4,28,8,18,4,17
Digital,de.neemann.digital.draw.graphics,GraphicTransform,0,68,0,0,0,13,0,6,0,6
Digital,de.neemann.digital.draw.graphics,Export,37,55,1,1,8,15,2,2,1,2
Digital,de.neemann.digital.draw.graphics,Polygon.ClosePath,7,4,0,0,4,2,3,2,3,2
Digital,de.neemann.digital.draw.graphics,Style,18,385,7,3,3,93,4,19,0,18
Digital,de.neemann.digital.draw.graphics,SVGSettings.SettingsHolder,6,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.draw.graphics,ColorScheme.Builder,32,31,2,0,4,9,3,4,2,4
Digital,de.neemann.digital.draw.graphics,GraphicSwing,86,311,11,31,16,70,10,22,2,9
Digital,de.neemann.digital.draw.graphics,TextFormatLaTeX.FontSize,0,9,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.draw.graphics,GraphicsImage,3,137,2,2,1,26,3,3,1,3
Digital,de.neemann.digital.draw.graphics,PolygonParser.ParserException,9,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.draw.graphics,ColorStyleMonochrome,31,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.draw.graphics,TransformTranslate,8,61,0,0,1,10,1,6,1,6
Digital,de.neemann.digital.draw.graphics,Polygon.QuadTo,22,89,0,0,4,15,2,5,2,5
Digital,de.neemann.digital.draw.graphics,Style.Builder,0,144,0,0,0,41,0,12,0,12
Digital,de.neemann.digital.draw.graphics,Polygon.LineTo,0,51,0,0,0,12,0,7,0,7
Digital,de.neemann.digital.draw.graphics,GraphicSVG,139,797,21,46,40,120,24,35,4,19
Digital,de.neemann.digital.draw.graphics,VectorInterface,0,12,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.draw.graphics,SVGTokenizer,76,403,7,70,7,78,8,45,1,13
Digital,de.neemann.digital.draw.graphics.text,ParseException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.draw.graphics.text,Parser,37,354,4,46,4,77,4,35,0,11
