GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Digital,de.neemann.digital.gui.components.modification,ModifyAttributes,26,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.gui.components.modification,ModifyInsertWire,45,0,4,0,10,0,6,0,4,0
Digital,de.neemann.digital.gui.components.modification,ModifyInsertElement,29,0,0,0,6,0,3,0,3,0
Digital,de.neemann.digital.gui.components.modification,ModifyMoveSelected,171,0,18,0,40,0,14,0,5,0
Digital,de.neemann.digital.gui.components.modification,ModifyDeleteWire,14,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components.modification,ModificationOfVisualElement,62,40,10,2,10,10,8,2,2,2
Digital,de.neemann.digital.gui.components.modification,ModifyMoveWire,24,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.testing.parser,ValueAppenderBits,0,55,0,6,0,11,0,5,0,2
Digital,de.neemann.digital.testing.parser,Tokenizer,30,511,8,108,7,144,7,79,1,17
Digital,de.neemann.digital.testing.parser,VirtualSignal.new ObservableValue() {...},11,18,0,0,3,2,1,2,1,2
Digital,de.neemann.digital.testing.parser,LineEmitterSimple,0,113,0,6,0,18,0,6,0,3
Digital,de.neemann.digital.testing.parser,Tokenizer.Token,0,520,0,12,0,28,0,27,0,21
Digital,de.neemann.digital.testing.parser,ModelInitializer.InitSignal,13,22,1,1,1,8,1,2,0,2
Digital,de.neemann.digital.testing.parser,OperatorPrecedence,0,98,0,2,0,6,0,4,0,3
Digital,de.neemann.digital.testing.parser,TestRow,3,40,0,0,1,14,1,6,1,6
Digital,de.neemann.digital.testing.parser,ModelInitializer.InitMemory,13,60,1,6,1,11,1,6,0,3
Digital,de.neemann.digital.testing.parser,ModelInitializer.InitProgramMemory,16,33,2,5,2,8,2,5,0,3
Digital,de.neemann.digital.testing.parser,VirtualSignal,0,21,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.testing.parser,LineEmitterList,0,44,0,4,0,11,0,6,0,4
Digital,de.neemann.digital.testing.parser,ModelInitializer,0,57,0,2,0,12,0,6,0,5
Digital,de.neemann.digital.testing.parser,Parser,128,837,10,52,11,200,10,67,0,35
Digital,de.neemann.digital.testing.parser,Context,0,152,2,24,0,34,2,18,0,7
Digital,de.neemann.digital.testing.parser,LineEmitterRepeat,8,43,1,3,1,11,1,3,0,2
Digital,de.neemann.digital.testing.parser,ParserException,5,4,0,0,2,2,1,1,1,1
Digital,de.neemann.digital.testing.parser,LineEmitterWhile,0,23,0,2,0,7,0,3,0,2
Digital,de.neemann.digital.core.memory,RAMSinglePort,0,82,0,0,0,22,0,4,0,4
Digital,de.neemann.digital.core.memory,DataField,85,310,10,32,20,75,14,30,6,17
Digital,de.neemann.digital.core.memory,RAMAsync,23,156,0,2,8,32,7,7,7,6
Digital,de.neemann.digital.core.memory,DataFieldConverter,6,230,1,25,2,62,1,17,0,5
Digital,de.neemann.digital.core.memory,RAMDualPort,13,278,0,14,5,69,4,25,4,18
Digital,de.neemann.digital.core.memory,Register,18,176,0,8,6,36,6,13,6,9
Digital,de.neemann.digital.core.memory,RegisterFile,22,256,1,7,8,43,8,9,7,6
Digital,de.neemann.digital.core.memory,EEPROMDualPort,36,67,4,0,7,18,4,3,2,3
Digital,de.neemann.digital.core.memory,Counter,34,222,4,16,6,44,5,15,3,7
Digital,de.neemann.digital.core.memory,RAMDualAccess,23,281,1,13,8,55,8,12,7,6
Digital,de.neemann.digital.core.memory,LookUpTable.new ElementTypeDescription() {...},0,41,0,2,0,6,0,3,0,2
Digital,de.neemann.digital.core.memory,RAMSinglePortSel,27,216,0,10,10,43,8,11,8,6
Digital,de.neemann.digital.core.memory,ROMDualPort,33,123,2,0,9,29,3,5,2,5
Digital,de.neemann.digital.core.memory,ROM,53,189,4,4,10,51,4,16,1,15
Digital,de.neemann.digital.core.memory,RAMInterface,2,0,0,0,1,0,1,0,1,0
Digital,de.neemann.digital.core.memory,LookUpTable,0,113,0,6,0,26,0,9,0,6
Digital,de.neemann.digital.core.memory,CounterPreset,43,331,1,29,8,65,4,22,3,8
Digital,de.neemann.digital.core.memory,BlockRAMDualPort,23,180,0,6,8,37,7,9,7,6
Digital,de.neemann.digital.core.memory,EEPROM,23,301,3,21,8,62,10,19,7,10
Digital,de.neemann.digital.core.pld,PullUp,1,33,0,0,1,9,1,4,1,4
Digital,de.neemann.digital.core.pld,DiodeForward,27,127,4,12,3,33,3,14,0,9
Digital,de.neemann.digital.core.pld,PullDown.PullObservableValue,0,14,0,0,0,5,0,2,0,2
Digital,de.neemann.digital.core.pld,Diode,111,12,10,0,24,3,11,1,6,1
Digital,de.neemann.digital.core.pld,PullDown,1,33,0,0,1,9,1,4,1,4
Digital,de.neemann.digital.core.pld,DiodeBackward,0,37,0,4,0,7,0,5,0,3
Digital,de.neemann.digital.core.basic,XOr,0,36,0,2,0,8,0,4,0,3
Digital,de.neemann.digital.core.basic,FanIn,0,63,0,2,0,13,0,8,0,7
Digital,de.neemann.digital.core.basic,FanIn.FanInDescription,0,74,0,2,0,14,0,4,0,3
Digital,de.neemann.digital.core.basic,Function,0,18,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.core.basic,NOr,0,18,0,0,0,4,0,3,0,3
Digital,de.neemann.digital.core.basic,NAnd,0,18,0,0,0,4,0,3,0,3
Digital,de.neemann.digital.core.basic,XNOr,0,18,0,0,0,4,0,3,0,3
Digital,de.neemann.digital.core.basic,And,0,36,0,2,0,8,0,4,0,3
Digital,de.neemann.digital.core.basic,Or,0,36,0,2,0,8,0,4,0,3
Digital,de.neemann.digital.core.basic,Not,8,72,0,0,3,16,3,6,3,6
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionEditor.new ToolTipAction() {...},31,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionEditor.new ToolTipAction() {...},46,0,2,0,12,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog,373,0,10,0,73,0,11,0,6,0
Digital,de.neemann.digital.gui.components.testing,TestAllDialog.StateRenderer,44,0,6,0,15,0,5,0,1,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.new ToolTipAction() {...},54,0,2,0,10,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.new ToolTipAction() {...},65,0,6,0,11,0,5,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.ValueRenderer,42,0,6,0,12,0,5,0,1,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.new ToolTipAction() {...},24,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.new ToolTipAction() {...},50,0,4,0,10,0,4,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.new ToolTipAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.ValueTableHolder,18,0,0,0,8,0,2,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.NumberRenderer,26,0,0,0,5,0,2,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionEditor,65,0,2,0,15,0,6,0,5,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog.ClosingWindowListener,10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestAllDialog,136,0,2,0,28,0,7,0,6,0
Digital,de.neemann.digital.gui.components.testing,TestAllDialog.new KeyAdapter() {...},29,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,TestCaseDescriptionDialog,259,0,14,0,51,0,13,0,6,0
Digital,de.neemann.digital.gui.components.testing,TestAllDialog.new MouseAdapter() {...},29,0,2,0,4,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.new ToolTipAction() {...},52,0,2,0,8,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.new ToolTipAction() {...},45,0,2,0,7,0,3,0,2,0
Digital,de.neemann.digital.gui.components.testing,ValueTableDialog.new MouseAdapter() {...},67,0,10,0,9,0,8,0,3,0
Digital,de.neemann.digital.gui.components.testing,TestAllDialog.FileModel,83,0,6,0,24,0,14,0,11,0
Digital,de.neemann.digital.hdl.vhdl2,VHDLTestBenchCreator,59,680,7,33,7,117,7,20,0,7
Digital,de.neemann.digital.hdl.vhdl2,VHDLTestBenchCreator.LineListenerVHDL.new Separator() {...},0,19,0,0,0,3,0,2,0,2
Digital,de.neemann.digital.hdl.vhdl2,VHDLGenerator,101,192,9,21,16,37,8,16,2,7
Digital,de.neemann.digital.hdl.vhdl2,VHDLLibrary,28,53,1,3,4,17,1,4,0,3
Digital,de.neemann.digital.hdl.vhdl2,Separator,0,85,0,10,0,23,0,10,0,5
Digital,de.neemann.digital.hdl.vhdl2,VHDLCreator,138,869,17,83,21,163,15,53,1,16
Digital,de.neemann.digital.hdl.vhdl2,VHDLTestBenchCreator.LineListenerVHDL,27,166,2,15,5,36,2,11,0,3
Digital,de.neemann.digital.hdl.vhdl2,VHDLRenaming,0,534,1,30,0,29,1,21,0,5
Digital,de.neemann.digital.hdl.model2.optimizations,NodeSorterExpressionBased,50,189,13,31,8,36,9,17,2,2
Digital,de.neemann.digital.hdl.model2.optimizations,NameConstantSignals,0,44,1,5,0,9,1,4,0,2
Digital,de.neemann.digital.hdl.model2.optimizations,MergeConstants,0,109,0,12,0,27,0,9,0,3
Digital,de.neemann.digital.hdl.model2.optimizations,NodeSorterExpressionBased.DependsAtLeastOnOneOf,0,31,0,6,0,10,0,6,0,3
Digital,de.neemann.digital.hdl.model2.optimizations,ReplaceOneToMany,0,115,0,8,0,27,0,7,0,3
Digital,de.neemann.digital.hdl.model2.optimizations,MergeAssignments,4,221,2,30,1,44,3,19,1,5
Digital,de.neemann.digital.hdl.model2.optimizations,MergeAssignments.CheckVarRangeVisitor,3,21,1,3,1,8,1,3,0,2
Digital,de.neemann.digital.hdl.model2.optimizations,NodeSorterExpressionBased.DependsOnlyOn,0,31,0,6,0,10,0,6,0,3
Digital,de.neemann.digital.hdl.model2.optimizations,OptimizeExpressions,0,29,0,4,0,9,0,4,0,2
Digital,de.neemann.digital.hdl.model2.optimizations,RemoveConstantSignals,10,59,6,8,3,14,4,6,0,3
Digital,de.neemann.digital.hdl.model2.optimizations,InlineManyToOne,0,54,1,9,0,16,1,6,0,2
Digital,de.neemann.digital.hdl.model2,HDLModel.GenericsCache,29,0,0,0,7,0,4,0,4,0
Digital,de.neemann.digital.hdl.model2,HDLCircuit.DefaultNetNaming,0,101,0,10,0,15,0,8,0,3
Digital,de.neemann.digital.hdl.model2,HDLModel.RenameSingleCheck,0,32,0,2,0,9,0,3,0,2
Digital,de.neemann.digital.hdl.model2,HDLNodeCustom,5,17,0,0,1,5,1,3,1,3
Digital,de.neemann.digital.hdl.model2,HDLNet,123,255,19,31,15,70,18,30,1,21
Digital,de.neemann.digital.hdl.model2,HDLCircuit.new HDLPort() {...},0,21,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.hdl.model2,HDLNodeBuildIn,13,103,1,9,1,18,1,10,0,6
Digital,de.neemann.digital.hdl.model2,HDLCircuit,76,1173,17,105,16,243,20,79,3,35
Digital,de.neemann.digital.hdl.model2,HDLPort,32,147,3,13,4,45,5,23,2,18
Digital,de.neemann.digital.hdl.model2,HDLModel.ObservableValuesBitsProvider,0,12,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.hdl.model2,HDLNode,28,218,2,20,4,55,4,25,2,15
Digital,de.neemann.digital.hdl.model2,HDLNodeBuildIn.InputAssignment,0,41,0,2,0,14,0,7,0,6
Digital,de.neemann.digital.hdl.model2,HDLPort.Direction,0,34,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.hdl.model2,HDLException,16,0,0,0,7,0,3,0,3,0
Digital,de.neemann.digital.hdl.model2,HDLNodeSplitterOneToMany,74,46,2,4,12,8,5,4,4,2
Digital,de.neemann.digital.hdl.model2,HDLNodeSplitterManyToOne.SplitterAssignment,0,62,0,2,0,17,0,8,0,7
Digital,de.neemann.digital.hdl.model2,HDLNodeSplitterManyToOne,2,167,1,13,1,34,1,12,0,6
Digital,de.neemann.digital.hdl.model2,HDLModel,180,497,12,36,25,94,11,27,1,12
Digital,de.neemann.digital.hdl.model2,HDLNodeAssignment,13,55,0,0,3,18,1,8,1,8
Digital,de.neemann.digital.draw.shapes.ieee,IEEEOrShape,18,183,2,4,2,25,2,6,0,5
Digital,de.neemann.digital.draw.shapes.ieee,IEEENotShape,33,99,2,4,7,19,3,4,1,3
Digital,de.neemann.digital.draw.shapes.ieee,IEEEXOrShape,20,205,3,3,2,28,3,6,0,6
Digital,de.neemann.digital.draw.shapes.ieee,IEEEAndShape,5,118,1,1,1,21,1,5,0,5
Digital,de.neemann.digital.draw.shapes.ieee,IEEEGenericShape,49,144,2,8,5,22,3,7,1,4
Digital,de.neemann.digital.core.stats,Statistics.Index,88,67,16,4,12,19,12,4,3,3
Digital,de.neemann.digital.core.stats,Countable,2,2,0,0,1,1,1,1,1,1
Digital,de.neemann.digital.core.stats,Statistics.MyTableModel,11,81,2,12,6,21,6,15,5,6
Digital,de.neemann.digital.core.stats,Statistics,29,109,7,11,5,20,5,8,0,4
Digital,de.neemann.digital.core.stats,Statistics.Counter,0,22,0,0,0,8,0,4,0,4
Digital,de.neemann.digital.testing,Transitions,4,359,4,46,1,72,4,29,0,8
Digital,de.neemann.digital.testing,FolderTestRunner.TestRunner,82,111,7,7,15,27,5,5,0,3
Digital,de.neemann.digital.testing,TestCaseElement,1,22,0,0,1,9,1,4,1,4
Digital,de.neemann.digital.testing,TestExecutor,81,551,12,56,10,108,11,40,0,17
Digital,de.neemann.digital.testing,TestResult,13,225,6,22,4,40,6,17,1,8
Digital,de.neemann.digital.testing,FolderTestRunner.FileToTest.Status,0,44,0,0,0,5,0,1,0,1
Digital,de.neemann.digital.testing,MatchedValue,28,22,4,0,6,5,4,2,2,2
Digital,de.neemann.digital.testing,LineListenerResolveDontCare,0,120,0,16,0,24,0,10,0,2
Digital,de.neemann.digital.testing,UnitTester.TestException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.testing,FolderTestRunner.FileToTest,9,35,0,0,3,13,3,5,3,5
Digital,de.neemann.digital.testing,TestingDataException,5,4,0,0,2,2,1,1,1,1
Digital,de.neemann.digital.testing,TestCaseDescription,47,111,9,9,10,34,11,12,4,10
Digital,de.neemann.digital.testing,UnitTester,24,123,4,12,4,27,6,14,2,10
Digital,de.neemann.digital.testing,FolderTestRunner,5,96,4,6,1,19,4,7,0,6
Digital,de.neemann.digital.testing,TestExecutor.new TestResultListener() {...},1,37,0,2,1,8,1,3,1,2
Digital,de.neemann.digital.testing,Transitions.Trans,0,9,0,0,0,4,0,1,0,1
Digital,de.neemann.digital.testing,TestExecutor.TestSignal,0,15,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.hdl.verilog2.lib,VerilogTemplate.Module,23,87,1,1,5,21,4,4,3,4
Digital,de.neemann.digital.hdl.verilog2.lib,VerilogTemplate,60,169,6,12,8,39,6,9,1,5
Digital,de.neemann.digital.gui.tutorial,InitialTutorial,621,0,60,0,112,0,54,0,24,0
Digital,de.neemann.digital.gui.tutorial,InitialTutorial.Step,15,0,0,0,6,0,3,0,3,0
Digital,de.neemann.digital.gui.tutorial,InitialTutorial.new WindowAdapter() {...},12,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.tutorial,InitialTutorial.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.core.wiring,Decoder,5,126,0,2,2,23,2,7,2,6
Digital,de.neemann.digital.core.wiring,Splitter.Ports,9,385,1,29,1,66,1,23,0,9
Digital,de.neemann.digital.core.wiring,Break,0,70,0,0,0,19,0,9,0,9
Digital,de.neemann.digital.core.wiring,Multiplexer.new ElementTypeDescription() {...},0,62,0,2,0,7,0,3,0,2
Digital,de.neemann.digital.core.wiring,BusSplitter,0,304,0,22,0,57,0,17,0,6
Digital,de.neemann.digital.core.wiring,DriverInvSel,0,31,0,0,0,10,0,3,0,3
Digital,de.neemann.digital.core.wiring,Splitter.SplitterTypeDescription,0,18,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.core.wiring,Splitter.Port,0,74,0,4,0,14,0,7,0,5
Digital,de.neemann.digital.core.wiring,PriorityEncoder.new ElementTypeDescription() {...},0,49,0,2,0,6,0,3,0,2
Digital,de.neemann.digital.core.wiring,Reset,10,58,0,2,1,15,1,6,1,5
Digital,de.neemann.digital.core.wiring,Stop,3,42,1,1,1,12,1,6,0,6
Digital,de.neemann.digital.core.wiring,Driver,3,108,0,4,1,25,1,9,1,7
Digital,de.neemann.digital.core.wiring,AsyncSeq,15,43,1,3,2,14,3,5,2,4
Digital,de.neemann.digital.core.wiring,BitSelector,0,108,0,2,0,21,0,7,0,6
Digital,de.neemann.digital.core.wiring,Multiplexer,3,109,0,2,1,21,1,6,1,5
Digital,de.neemann.digital.core.wiring,Splitter,9,473,1,29,1,76,1,24,0,10
Digital,de.neemann.digital.core.wiring,PriorityEncoder,5,127,0,6,2,26,2,9,2,6
Digital,de.neemann.digital.core.wiring,Splitter.new NodeWithoutDelay() {...},0,58,0,0,0,7,0,2,0,2
Digital,de.neemann.digital.core.wiring,Splitter.new NodeWithoutDelay() {...},0,58,0,0,0,7,0,2,0,2
Digital,de.neemann.digital.core.wiring,Splitter.new NodeWithoutDelay() {...},0,58,0,0,0,7,0,2,0,2
Digital,de.neemann.digital.core.wiring,Splitter.new NodeWithoutDelay() {...},0,33,0,0,0,3,0,2,0,2
Digital,de.neemann.digital.core.wiring,Clock,15,92,1,3,2,26,3,8,2,7
Digital,de.neemann.digital.core.wiring,Demultiplexer,7,171,0,2,2,28,2,7,2,6
Digital,de.neemann.digital.core.wiring,Delay,0,141,0,12,0,31,0,12,0,6
Digital,de.neemann.digital.hdl.hgs.function,JavaClass.MyMethod,82,175,4,22,10,37,4,11,0,2
Digital,de.neemann.digital.hdl.hgs.function,JavaClass.MethodMap,2,26,1,1,0,7,1,2,0,2
Digital,de.neemann.digital.hdl.hgs.function,FirstClassFunctionCall.ReturnException,0,10,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.hdl.hgs.function,Function,18,41,2,4,1,8,2,4,0,3
Digital,de.neemann.digital.hdl.hgs.function,JavaClass,14,56,1,5,1,10,1,4,0,2
Digital,de.neemann.digital.hdl.hgs.function,FirstClassFunctionCall,7,48,0,2,2,10,0,4,0,3
Digital,de.neemann.digital.hdl.hgs.function,Func,0,12,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.hdl.hgs.function,FirstClassFunction,0,15,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.hdl.hgs.function,JavaClass.MethodCall,0,19,0,0,0,5,0,2,0,2
Digital,de.neemann.digital.hdl.hgs.function,InnerFunction,0,9,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.analyse.expression,VariableVisitor,0,22,0,2,0,7,0,4,0,3
Digital,de.neemann.digital.analyse.expression,ContextFiller.new BitSetter() {...},0,19,0,0,0,3,0,2,0,2
Digital,de.neemann.digital.analyse.expression,Operation.And,0,37,0,4,0,8,0,8,0,6
Digital,de.neemann.digital.analyse.expression,ComplexityVisitor,0,20,0,2,0,6,0,4,0,3
Digital,de.neemann.digital.analyse.expression,Constant,0,39,0,0,0,12,0,8,0,8
Digital,de.neemann.digital.analyse.expression,Operation.Or,0,37,0,4,0,8,0,8,0,6
Digital,de.neemann.digital.analyse.expression,ContextFiller,6,63,0,0,1,16,1,8,1,8
Digital,de.neemann.digital.analyse.expression,Operation,20,284,3,32,3,61,5,31,2,16
Digital,de.neemann.digital.analyse.expression,NamedExpression,32,20,0,0,4,7,4,4,4,4
Digital,de.neemann.digital.analyse.expression,BitSetter,0,56,0,6,0,11,0,6,0,3
Digital,de.neemann.digital.analyse.expression,ContextMap,12,28,1,1,1,8,1,3,0,3
Digital,de.neemann.digital.analyse.expression,Expression,0,1,0,0,0,1,0,1,0,1
Digital,de.neemann.digital.analyse.expression,Not,14,118,3,15,2,28,5,17,2,11
Digital,de.neemann.digital.analyse.expression,Equals,0,79,0,6,0,18,0,5,0,2
Digital,de.neemann.digital.analyse.expression,ComplexityInclNotVisitor,0,17,0,0,0,5,0,3,0,3
Digital,de.neemann.digital.analyse.expression,Variable,0,146,3,13,0,27,3,20,0,15
Digital,de.neemann.digital.analyse.expression,ExpressionException,4,0,0,0,2,0,1,0,1,0
Digital,de.neemann.digital.analyse.expression,Operation.XOr,13,38,0,8,4,4,3,7,3,3
Digital,de.neemann.digital.gui.components.expression,ExpressionDialog,91,0,0,0,14,0,1,0,1,0
Digital,de.neemann.digital.gui.components.expression,ExpressionDialog.new ToolTipAction() {...},24,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.gui.components.expression,ExpressionDialog.new ToolTipAction() {...},97,0,4,0,18,0,4,0,2,0
Digital,de.neemann.digital.testing.parser.functions,Function,0,9,0,0,0,4,0,2,0,2
Digital,de.neemann.digital.testing.parser.functions,SignExtend,17,54,2,4,1,10,2,3,0,2
Digital,de.neemann.digital.testing.parser.functions,IfThenElse,0,33,0,4,0,6,0,4,0,2
Digital,de.neemann.digital.testing.parser.functions,Random,0,27,0,0,0,6,0,3,0,3
Digital,de.neemann.digital.gui.components,ConstraintsBuilder,155,0,0,0,45,0,11,0,11,0
Digital,de.neemann.digital.gui.components,AttributeDialog.EditorHolder,61,0,0,0,21,0,5,0,5,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseDispatcher,276,0,30,0,46,0,22,0,7,0
Digital,de.neemann.digital.gui.components,EditorFactory.InputSelectDialog.new AbstractAction() {...},16,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ROMEditorDialog.RomHolder,72,0,6,0,13,0,7,0,4,0
Digital,de.neemann.digital.gui.components,EditorFactory.new KeyAdapter() {...},40,0,12,0,8,0,8,0,2,0
Digital,de.neemann.digital.gui.components,AttributeDialog.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,AttributeDialog.new AbstractAction() {...},11,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,AttributeDialog.new AbstractAction() {...},25,0,0,0,6,0,2,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.SearchResult,15,0,0,0,6,0,3,0,3,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor,25,0,0,0,7,0,4,0,4,0
Digital,de.neemann.digital.gui.components,CopiedElementLabelRenamer.LabelClass,5,57,5,5,0,12,5,5,0,5
Digital,de.neemann.digital.gui.components,CircuitScrollPanel,258,0,22,0,51,0,20,0,9,0
Digital,de.neemann.digital.gui.components,DataEditor.new ToolTipAction() {...},37,0,0,0,8,0,2,0,2,0
Digital,de.neemann.digital.gui.components,DataEditor.new ToolTipAction() {...},32,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components,DataEditor.new ToolTipAction() {...},108,0,4,0,18,0,4,0,2,0
Digital,de.neemann.digital.gui.components,DataEditor.new ToolTipAction() {...},48,0,0,0,9,0,3,0,3,0
Digital,de.neemann.digital.gui.components,DataEditor.new AbstractAction() {...},28,0,2,0,6,0,3,0,2,0
Digital,de.neemann.digital.gui.components,DataEditor.new ToolTipAction() {...},23,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,DataEditor.new WindowAdapter() {...},18,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ROMManagerEditor,52,0,0,0,12,0,4,0,4,0
Digital,de.neemann.digital.gui.components,ItemPicker.MyListModel,17,0,0,0,7,0,5,0,5,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerRun,141,0,12,0,32,0,15,0,9,0
Digital,de.neemann.digital.gui.components,AttributeDialog,641,0,68,0,140,0,60,0,26,0
Digital,de.neemann.digital.gui.components,SingleValueDialog.MySpinnerModel,63,0,2,0,11,0,8,0,7,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.SchemeEditor.new ToolTipAction() {...},14,0,0,0,3,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.SchemeEditor.new ToolTipAction() {...},22,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,TextLineNumber,512,0,30,0,127,0,40,0,25,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerMoveSelected,248,0,16,0,45,0,17,0,9,0
Digital,de.neemann.digital.gui.components,CopiedElementLabelRenamer.PresentIndex,0,34,1,1,0,10,1,4,0,4
Digital,de.neemann.digital.gui.components,ElementOrderer.new ToolTipAction() {...},62,0,8,0,10,0,6,0,2,0
Digital,de.neemann.digital.gui.components,ElementOrderer.new AbstractAction() {...},16,0,0,0,4,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ElementOrderer.new ToolTipAction() {...},67,0,10,0,8,0,7,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.StringEditor,156,0,8,0,33,0,10,0,6,0
Digital,de.neemann.digital.gui.components,EditorFactory.InverterConfigEditor.new ToolTipAction() {...},99,0,6,0,17,0,5,0,2,0
Digital,de.neemann.digital.gui.components,ItemPicker,125,0,6,0,27,0,9,0,6,0
Digital,de.neemann.digital.gui.components,ElementOrderer.new ToolTipAction() {...},50,0,6,0,8,0,5,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ROMManagerEditor.new ToolTipAction() {...},25,0,0,0,7,0,2,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.ROMManagerEditor.new ToolTipAction() {...},65,0,4,0,15,0,4,0,2,0
Digital,de.neemann.digital.gui.components,ElementHelpDialog.new ToolTipAction() {...},46,0,0,0,9,0,2,0,2,0
Digital,de.neemann.digital.gui.components,ColorSchemeEditor.SchemeEditor.PresetAction,45,0,2,0,8,0,3,0,2,0
Digital,de.neemann.digital.gui.components,WindowPosManager,84,0,8,0,23,0,10,0,6,0
Digital,de.neemann.digital.gui.components,DataEditor.MyEditor,70,0,0,0,18,0,5,0,5,0
Digital,de.neemann.digital.gui.components,EditorFactory.FileEditor.new AbstractAction() {...},35,0,4,0,7,0,4,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerMoveWire,148,0,4,0,37,0,9,0,7,0
Digital,de.neemann.digital.gui.components,SingleValueDialog,645,0,32,0,115,0,34,0,18,0
Digital,de.neemann.digital.gui.components,EditorPanel,85,0,0,0,18,0,8,0,8,0
Digital,de.neemann.digital.gui.components,ProbeDialog,235,0,21,0,46,0,16,0,5,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseControllerInsertCopied,297,0,40,0,62,0,29,0,9,0
Digital,de.neemann.digital.gui.components,EditorFactory.InputSelectDialog,131,0,6,0,27,0,6,0,3,0
Digital,de.neemann.digital.gui.components,EditorFactory.InValueEditor,146,0,2,0,18,0,7,0,6,0
Digital,de.neemann.digital.gui.components,EditorFactory.StringEditor.new MouseAdapter() {...},39,0,2,0,10,0,6,0,5,0
Digital,de.neemann.digital.gui.components,EditorFactory.StringEditor.new ToolTipAction() {...},91,0,4,0,19,0,4,0,2,0
Digital,de.neemann.digital.gui.components,EditorFactory.StringEditor.new ToolTipAction() {...},71,0,2,0,16,0,3,0,2,0
Digital,de.neemann.digital.gui.components,CircuitComponent.MouseController,74,0,4,0,25,0,15,0,13,0
